E,RH,LocalDateTime
3.1,0.9,06/19/1999 00:00:00
3.9,0.92,06/20/1999 00:00:00
4.2,0.85,06/21/1999 00:00:00
4.8,0.78,06/22/1999 00:00:00
4.6,0.85,06/23/1999 00:00:00
4.6,0.9,06/24/1999 00:00:00
4,0.85,06/25/1999 00:00:00
2.4,0.78,06/26/1999 00:00:00
2.5,0.81,06/27/1999 00:00:00
1.8,0.81,06/28/1999 00:00:00
2.6,0.85,06/29/1999 00:00:00
2.2,0.85,06/30/1999 00:00:00
2.7,0.91,07/01/1999 00:00:00
1.8,0.81,07/02/1999 00:00:00
1.6,0.92,07/03/1999 00:00:00
3,0.88,07/04/1999 00:00:00
3.7,0.85,07/05/1999 00:00:00
3.2,0.81,07/06/1999 00:00:00
3.1,0.85,07/07/1999 00:00:00
3.5,0.88,07/08/1999 00:00:00
2.8,0.9,07/09/1999 00:00:00
2.6,0.85,07/10/1999 00:00:00
2.2,0.78,07/11/1999 00:00:00
3,0.81,07/12/1999 00:00:00
3.2,0.78,07/13/1999 00:00:00
3,0.81,07/14/1999 00:00:00
1.7,0.75,07/15/1999 00:00:00
2.8,0.78,07/16/1999 00:00:00
2.5,0.85,07/17/1999 00:00:00
2.6,0.81,07/18/1999 00:00:00
3.8,0.83,07/19/1999 00:00:00
3.5,0.92,07/20/1999 00:00:00
2.3,0.85,07/21/1999 00:00:00
1.9,0.85,07/22/1999 00:00:00
1.9,0.85,07/23/1999 00:00:00
1.3,0.88,07/24/1999 00:00:00
1.8,0.81,07/25/1999 00:00:00
1.9,0.9,07/26/1999 00:00:00
3.2,0.92,07/27/1999 00:00:00
1.9,0.88,07/28/1999 00:00:00
1.2,0.83,07/29/1999 00:00:00
1.1,0.81,07/30/1999 00:00:00
1.2,0.78,07/31/1999 00:00:00
1.7,0.83,08/01/1999 00:00:00
2.4,0.88,08/02/1999 00:00:00
2.5,0.85,08/03/1999 00:00:00
2.3,0.81,08/04/1999 00:00:00
2.6,0.77,08/05/1999 00:00:00
2.7,0.81,08/06/1999 00:00:00
3.9,0.83,08/07/1999 00:00:00
3.4,0.85,08/08/1999 00:00:00
3.7,0.9,08/09/1999 00:00:00
4.3,0.92,08/10/1999 00:00:00
4.2,0.83,08/11/1999 00:00:00
4.1,0.88,08/12/1999 00:00:00
4.4,0.78,08/13/1999 00:00:00
4.7,0.85,08/14/1999 00:00:00
4.2,0.83,08/15/1999 00:00:00
2.7,0.9,08/16/1999 00:00:00
1.8,0.9,08/17/1999 00:00:00
2.7,0.91,08/18/1999 00:00:00
2.1,0.81,08/19/1999 00:00:00
2.6,0.78,08/20/1999 00:00:00
1.6,0.78,08/21/1999 00:00:00
2.9,0.85,08/22/1999 00:00:00
1.4,0.88,08/23/1999 00:00:00
1.6,0.85,08/24/1999 00:00:00
2.5,0.81,08/25/1999 00:00:00
2.7,0.81,08/26/1999 00:00:00
1.6,0.88,08/27/1999 00:00:00
1.8,0.9,08/28/1999 00:00:00
2.2,0.92,08/29/1999 00:00:00
1.4,0.85,08/30/1999 00:00:00
1.7,0.85,08/31/1999 00:00:00
2.1,0.85,09/01/1999 00:00:00
2.9,0.85,09/02/1999 00:00:00
2.4,0.92,09/03/1999 00:00:00
1.6,0.88,09/04/1999 00:00:00
1.5,0.91,09/05/1999 00:00:00
0.9,0.81,09/06/1999 00:00:00
2.2,0.85,09/07/1999 00:00:00
0.5,0.88,09/08/1999 00:00:00
3.2,0.88,09/09/1999 00:00:00
1.6,0.92,09/10/1999 00:00:00
2.5,0.85,09/11/1999 00:00:00
3,0.81,09/12/1999 00:00:00
2.6,0.83,09/13/1999 00:00:00
3.5,0.85,09/14/1999 00:00:00
2.1,0.92,09/15/1999 00:00:00
3.3,0.83,09/16/1999 00:00:00
3.5,0.78,09/17/1999 00:00:00
3.8,0.78,09/18/1999 00:00:00
3.6,0.85,09/19/1999 00:00:00
3.6,0.81,09/20/1999 00:00:00
3.2,0.78,09/21/1999 00:00:00
3.6,0.78,09/22/1999 00:00:00
2.8,0.81,09/23/1999 00:00:00
2.2,0.78,09/24/1999 00:00:00
2.4,0.78,09/25/1999 00:00:00
3.2,0.85,09/26/1999 00:00:00
2.6,0.81,09/27/1999 00:00:00
2.3,0.85,09/28/1999 00:00:00
2.2,0.85,09/29/1999 00:00:00
1.3,0.9,09/30/1999 00:00:00
2.4,0.91,10/01/1999 00:00:00
2.9,0.85,10/02/1999 00:00:00
2.3,0.85,10/03/1999 00:00:00
2.9,0.85,10/04/1999 00:00:00
2,0.88,10/05/1999 00:00:00
2.6,0.85,10/06/1999 00:00:00
1.7,0.83,10/07/1999 00:00:00
1.9,0.81,10/08/1999 00:00:00
3.7,0.85,10/09/1999 00:00:00
1.8,0.78,10/10/1999 00:00:00
2.4,0.85,10/11/1999 00:00:00
2.3,0.75,10/12/1999 00:00:00
1.3,0.78,10/13/1999 00:00:00
2.7,0.78,10/14/1999 00:00:00
1.8,0.78,10/15/1999 00:00:00
2.1,0.81,10/16/1999 00:00:00
2.4,0.88,10/17/1999 00:00:00
1.2,0.85,10/18/1999 00:00:00
2.2,0.83,10/19/1999 00:00:00
2.7,0.92,10/20/1999 00:00:00
2.5,0.91,10/21/1999 00:00:00
2.5,0.88,10/22/1999 00:00:00
1.1,0.85,10/23/1999 00:00:00
1.3,0.9,10/24/1999 00:00:00
1.3,0.85,10/25/1999 00:00:00
2.7,0.9,10/26/1999 00:00:00
2.3,0.92,10/27/1999 00:00:00
1.6,0.85,10/28/1999 00:00:00
1.9,0.88,10/29/1999 00:00:00
2.5,0.81,10/30/1999 00:00:00
2.7,0.88,10/31/1999 00:00:00
1.4,0.81,11/01/1999 00:00:00
1,0.78,11/02/1999 00:00:00
1.3,0.9,11/03/1999 00:00:00
1,0.85,11/04/1999 00:00:00
1.2,0.91,11/05/1999 00:00:00
2.1,0.91,11/06/1999 00:00:00
2.2,0.83,11/07/1999 00:00:00
2.2,0.78,11/08/1999 00:00:00
2.4,0.78,11/09/1999 00:00:00
3.1,0.78,11/10/1999 00:00:00
2.7,0.81,11/11/1999 00:00:00
2.2,0.81,11/12/1999 00:00:00
2.3,0.75,11/13/1999 00:00:00
2.4,0.74,11/14/1999 00:00:00
2.1,0.77,11/15/1999 00:00:00
2.1,0.88,11/16/1999 00:00:00
3.3,0.85,11/17/1999 00:00:00
3.4,0.83,11/18/1999 00:00:00
4,0.83,11/19/1999 00:00:00
2.7,0.9,11/20/1999 00:00:00
2.4,0.88,11/21/1999 00:00:00
3.1,0.85,11/22/1999 00:00:00
2.5,0.85,11/23/1999 00:00:00
2.7,0.85,11/24/1999 00:00:00
2.9,0.77,11/25/1999 00:00:00
2.7,0.78,11/26/1999 00:00:00
2,0.81,11/27/1999 00:00:00
2.7,0.85,11/28/1999 00:00:00
3.4,0.81,11/29/1999 00:00:00
3.6,0.77,11/30/1999 00:00:00
4.8,0.75,12/01/1999 00:00:00
3.7,0.78,12/02/1999 00:00:00
2.2,0.9,12/03/1999 00:00:00
2.7,0.88,12/04/1999 00:00:00
1.9,0.78,12/05/1999 00:00:00
1.7,0.85,12/06/1999 00:00:00
2.7,0.83,12/07/1999 00:00:00
3.8,0.81,12/08/1999 00:00:00
4.4,0.78,12/09/1999 00:00:00
3.5,0.75,12/10/1999 00:00:00
1.7,0.81,12/11/1999 00:00:00
2.7,0.78,12/12/1999 00:00:00
1.7,0.78,12/13/1999 00:00:00
2.1,0.78,12/14/1999 00:00:00
4.8,0.85,12/15/1999 00:00:00
4.6,0.85,12/16/1999 00:00:00
3.2,0.85,12/17/1999 00:00:00
2.4,0.81,12/18/1999 00:00:00
3.5,0.78,12/19/1999 00:00:00
5,0.75,12/20/1999 00:00:00
4.6,0.71,12/21/1999 00:00:00
4.5,0.75,12/22/1999 00:00:00
4.4,0.71,12/23/1999 00:00:00
4.1,0.72,12/24/1999 00:00:00
3.5,0.75,12/25/1999 00:00:00
3.3,0.73,12/26/1999 00:00:00
3.5,0.81,12/27/1999 00:00:00
3.9,0.77,12/28/1999 00:00:00
2.7,0.74,12/29/1999 00:00:00
2.8,0.72,12/30/1999 00:00:00
2.9,0.77,12/31/1999 00:00:00
2.7,0.85,01/01/2000 00:00:00
3.3,0.83,01/02/2000 00:00:00
3.3,0.8,01/03/2000 00:00:00
3.3,0.7,01/04/2000 00:00:00
3.1,0.83,01/05/2000 00:00:00
3.7,0.7,01/06/2000 00:00:00
3.2,0.83,01/07/2000 00:00:00
3,0.7,01/08/2000 00:00:00
4,0.85,01/09/2000 00:00:00
4.1,0.88,01/10/2000 00:00:00
4.9,0.8,01/11/2000 00:00:00
4.6,0.8,01/12/2000 00:00:00
4,0.89,01/13/2000 00:00:00
3.1,0.78,01/14/2000 00:00:00
3.6,0.83,01/15/2000 00:00:00
3.9,0.83,01/16/2000 00:00:00
3.7,0.8,01/17/2000 00:00:00
3,0.8,01/18/2000 00:00:00
3.5,0.83,01/19/2000 00:00:00
3.8,0.85,01/20/2000 00:00:00
4.1,0.8,01/21/2000 00:00:00
3.4,0.8,01/22/2000 00:00:00
3.1,0.7,01/23/2000 00:00:00
3.4,0.83,01/24/2000 00:00:00
4.3,0.8,01/25/2000 00:00:00
4.4,0.85,01/26/2000 00:00:00
4.7,0.94,01/27/2000 00:00:00
5.4,0.89,01/28/2000 00:00:00
4.2,0.89,01/29/2000 00:00:00
3.7,0.89,01/30/2000 00:00:00
4.7,0.88,01/31/2000 00:00:00
5.7,0.7,02/01/2000 00:00:00
4.5,0.7,02/02/2000 00:00:00
3.6,0.71,02/03/2000 00:00:00
3.7,0.73,02/04/2000 00:00:00
3.3,0.7,02/05/2000 00:00:00
3.5,0.62,02/06/2000 00:00:00
2.8,0.63,02/07/2000 00:00:00
3.2,0.59,02/08/2000 00:00:00
4.1,0.68,02/09/2000 00:00:00
4.3,0.68,02/10/2000 00:00:00
3.8,0.67,02/11/2000 00:00:00
3.9,0.67,02/12/2000 00:00:00
4.2,0.67,02/13/2000 00:00:00
4,0.62,02/14/2000 00:00:00
2.9,0.7,02/15/2000 00:00:00
5.2,0.68,02/16/2000 00:00:00
4.9,0.68,02/17/2000 00:00:00
5.7,0.67,02/18/2000 00:00:00
4.1,0.68,02/19/2000 00:00:00
3,0.63,02/20/2000 00:00:00
3.8,0.62,02/21/2000 00:00:00
3.8,0.59,02/22/2000 00:00:00
3.9,0.62,02/23/2000 00:00:00
4.2,0.71,02/24/2000 00:00:00
3.6,0.7,02/25/2000 00:00:00
4.2,0.8,02/26/2000 00:00:00
3.4,0.78,02/27/2000 00:00:00
2.6,0.78,02/28/2000 00:00:00
3.8,0.7,02/29/2000 00:00:00
5.6,0.78,03/01/2000 00:00:00
4.7,0.78,03/02/2000 00:00:00
4.9,0.7,03/03/2000 00:00:00
4.2,0.78,03/04/2000 00:00:00
3.5,0.7,03/05/2000 00:00:00
3.5,0.78,03/06/2000 00:00:00
2.8,0.75,03/07/2000 00:00:00
2.5,0.7,03/08/2000 00:00:00
2.8,0.7,03/09/2000 00:00:00
3.6,0.75,03/10/2000 00:00:00
4,0.75,03/11/2000 00:00:00
3.3,0.68,03/12/2000 00:00:00
2.7,0.63,03/13/2000 00:00:00
3.2,0.62,03/14/2000 00:00:00
3.5,0.55,03/15/2000 00:00:00
3.9,0.63,03/16/2000 00:00:00
4,0.68,03/17/2000 00:00:00
3.9,0.71,03/18/2000 00:00:00
4.2,0.7,03/19/2000 00:00:00
3.7,0.68,03/20/2000 00:00:00
4.7,0.7,03/21/2000 00:00:00
4.3,0.75,03/22/2000 00:00:00
3.3,0.67,03/23/2000 00:00:00
4.9,0.62,03/24/2000 00:00:00
4.5,0.67,03/25/2000 00:00:00
4.5,0.67,03/26/2000 00:00:00
3.3,0.62,03/27/2000 00:00:00
4.2,0.7,03/28/2000 00:00:00
4.6,0.67,03/29/2000 00:00:00
5.7,0.75,03/30/2000 00:00:00
4.5,0.75,03/31/2000 00:00:00
3.5,0.73,04/01/2000 00:00:00
3.8,0.62,04/02/2000 00:00:00
3.3,0.56,04/03/2000 00:00:00
3.3,0.63,04/04/2000 00:00:00
4.5,0.67,04/05/2000 00:00:00
4.3,0.7,04/06/2000 00:00:00
4.4,0.62,04/07/2000 00:00:00
3.6,0.71,04/08/2000 00:00:00
3.7,0.73,04/09/2000 00:00:00
6.2,0.7,04/10/2000 00:00:00
4.4,0.75,04/11/2000 00:00:00
3.8,0.7,04/12/2000 00:00:00
2.6,0.73,04/13/2000 00:00:00
3.4,0.73,04/14/2000 00:00:00
3,0.7,04/15/2000 00:00:00
2.3,0.71,04/16/2000 00:00:00
2.4,0.7,04/17/2000 00:00:00
3.9,0.7,04/18/2000 00:00:00
3.3,0.7,04/19/2000 00:00:00
3,0.7,04/20/2000 00:00:00
3.8,0.7,04/21/2000 00:00:00
3.9,0.7,04/22/2000 00:00:00
3.2,0.71,04/23/2000 00:00:00
2.7,0.7,04/24/2000 00:00:00
2.8,0.67,04/25/2000 00:00:00
3.9,0.7,04/26/2000 00:00:00
3.6,0.7,04/27/2000 00:00:00
3.7,0.7,04/28/2000 00:00:00
4.1,0.7,04/29/2000 00:00:00
0,0.67,04/30/2000 00:00:00
4.4,0.7,05/01/2000 00:00:00
3.5,0.62,05/02/2000 00:00:00
3.6,0.67,05/03/2000 00:00:00
2.4,0.7,05/04/2000 00:00:00
3,0.63,05/05/2000 00:00:00
3.7,0.73,05/06/2000 00:00:00
2,0.7,05/07/2000 00:00:00
2.6,0.7,05/08/2000 00:00:00
3.4,0.85,05/09/2000 00:00:00
2.8,0.7,05/10/2000 00:00:00
1.8,0.7,05/11/2000 00:00:00
1.6,0.7,05/12/2000 00:00:00
1.8,0.75,05/13/2000 00:00:00
3,0.7,05/14/2000 00:00:00
3.2,0.78,05/15/2000 00:00:00
3.9,0.88,05/16/2000 00:00:00
3.1,0.83,05/17/2000 00:00:00
2,0.85,05/18/2000 00:00:00
3.1,0.83,05/19/2000 00:00:00
2.8,0.83,05/20/2000 00:00:00
3,0.83,05/21/2000 00:00:00
2.4,0.89,05/22/2000 00:00:00
2.6,0.83,05/23/2000 00:00:00
3.2,0.78,05/24/2000 00:00:00
3.2,0.78,05/25/2000 00:00:00
1.6,0.7,05/26/2000 00:00:00
3,0.78,05/27/2000 00:00:00
3.1,0.78,05/28/2000 00:00:00
3.4,0.8,05/29/2000 00:00:00
2,0.78,05/30/2000 00:00:00
1.1,0.75,05/31/2000 00:00:00
1.9,0.78,06/01/2000 00:00:00
1.3,0.83,06/02/2000 00:00:00
1.7,0.8,06/03/2000 00:00:00
3.1,0.7,06/04/2000 00:00:00
2.9,0.83,06/05/2000 00:00:00
3.9,0.8,06/06/2000 00:00:00
2.7,0.78,06/07/2000 00:00:00
2.7,0.85,06/08/2000 00:00:00
2,0.89,06/09/2000 00:00:00
2.6,0.88,06/10/2000 00:00:00
3.1,0.94,06/11/2000 00:00:00
3.2,0.85,06/12/2000 00:00:00
4.1,0.83,06/13/2000 00:00:00
4.2,0.8,06/14/2000 00:00:00
2.3,0.83,06/15/2000 00:00:00
2.5,0.89,06/16/2000 00:00:00
2.2,0.89,06/17/2000 00:00:00
2.9,0.94,06/18/2000 00:00:00
2.2,0.89,06/19/2000 00:00:00
3,0.92,06/20/2000 00:00:00
2.9,0.85,06/21/2000 00:00:00
2.9,0.78,06/22/2000 00:00:00
2.3,0.83,06/23/2000 00:00:00
2.3,0.89,06/24/2000 00:00:00
3.4,0.83,06/25/2000 00:00:00
2.5,0.78,06/26/2000 00:00:00
2.6,0.8,06/27/2000 00:00:00
3.5,0.8,06/28/2000 00:00:00
2.4,0.83,06/29/2000 00:00:00
1.7,0.85,06/30/2000 00:00:00
2.8,0.88,07/01/2000 00:00:00
3.1,0.8,07/02/2000 00:00:00
2.9,0.92,07/03/2000 00:00:00
1.8,0.88,07/04/2000 00:00:00
1.7,0.85,07/05/2000 00:00:00
2.9,0.8,07/06/2000 00:00:00
3,0.83,07/07/2000 00:00:00
3.5,0.88,07/08/2000 00:00:00
3.5,0.89,07/09/2000 00:00:00
2.6,0.85,07/10/2000 00:00:00
1.8,0.78,07/11/2000 00:00:00
2.3,0.8,07/12/2000 00:00:00
3,0.78,07/13/2000 00:00:00
2.3,0.8,07/14/2000 00:00:00
2.4,0.7,07/15/2000 00:00:00
2,0.78,07/16/2000 00:00:00
1.5,0.85,07/17/2000 00:00:00
2.2,0.8,07/18/2000 00:00:00
3.4,0.83,07/19/2000 00:00:00
3.6,0.92,07/20/2000 00:00:00
3.6,0.85,07/21/2000 00:00:00
3.7,0.85,07/22/2000 00:00:00
3.8,0.85,07/23/2000 00:00:00
2.4,0.88,07/24/2000 00:00:00
1.3,0.8,07/25/2000 00:00:00
1.9,0.89,07/26/2000 00:00:00
2.3,0.92,07/27/2000 00:00:00
2.4,0.85,07/28/2000 00:00:00
2.5,0.83,07/29/2000 00:00:00
2.7,0.8,07/30/2000 00:00:00
3.6,0.78,07/31/2000 00:00:00
3.4,0.83,08/01/2000 00:00:00
3.3,0.88,08/02/2000 00:00:00
3.7,0.83,08/03/2000 00:00:00
3.9,0.8,08/04/2000 00:00:00
4.1,0.75,08/05/2000 00:00:00
2.3,0.8,08/06/2000 00:00:00
2.2,0.83,08/07/2000 00:00:00
2.9,0.83,08/08/2000 00:00:00
2.5,0.89,08/09/2000 00:00:00
2.6,0.92,08/10/2000 00:00:00
3.2,0.83,08/11/2000 00:00:00
3,0.85,08/12/2000 00:00:00
3.1,0.78,08/13/2000 00:00:00
2.3,0.85,08/14/2000 00:00:00
3.5,0.83,08/15/2000 00:00:00
2.8,0.89,08/16/2000 00:00:00
3,0.89,08/17/2000 00:00:00
2.4,0.88,08/18/2000 00:00:00
1.8,0.8,08/19/2000 00:00:00
1.2,0.78,08/20/2000 00:00:00
2,0.78,08/21/2000 00:00:00
2.7,0.83,08/22/2000 00:00:00
2.9,0.85,08/23/2000 00:00:00
0.2,0.85,08/24/2000 00:00:00
1.9,0.8,08/25/2000 00:00:00
2.6,0.8,08/26/2000 00:00:00
3,0.85,08/27/2000 00:00:00
3.2,0.89,08/28/2000 00:00:00
2.9,0.92,08/29/2000 00:00:00
2.6,0.83,08/30/2000 00:00:00
3.2,0.85,08/31/2000 00:00:00
2.8,0.85,09/01/2000 00:00:00
3.6,0.83,09/02/2000 00:00:00
3.7,0.94,09/03/2000 00:00:00
3.9,0.88,09/04/2000 00:00:00
4.1,0.88,09/05/2000 00:00:00
3,0.8,09/06/2000 00:00:00
3.1,0.83,09/07/2000 00:00:00
2.2,0.85,09/08/2000 00:00:00
3.1,0.88,09/09/2000 00:00:00
2.1,0.94,09/10/2000 00:00:00
3,0.85,09/11/2000 00:00:00
3.5,0.8,09/12/2000 00:00:00
3.1,0.83,09/13/2000 00:00:00
2.9,0.85,09/14/2000 00:00:00
1.5,0.92,09/15/2000 00:00:00
1.5,0.83,09/16/2000 00:00:00
2.5,0.78,09/17/2000 00:00:00
2.3,0.78,09/18/2000 00:00:00
2.6,0.83,09/19/2000 00:00:00
2.6,0.8,09/20/2000 00:00:00
2.3,0.78,09/21/2000 00:00:00
1.7,0.78,09/22/2000 00:00:00
3,0.8,09/23/2000 00:00:00
3.5,0.78,09/24/2000 00:00:00
3,0.78,09/25/2000 00:00:00
3.2,0.85,09/26/2000 00:00:00
3.6,0.8,09/27/2000 00:00:00
2.8,0.85,09/28/2000 00:00:00
2.5,0.83,09/29/2000 00:00:00
2.6,0.89,09/30/2000 00:00:00
2.7,0.88,10/01/2000 00:00:00
1.5,0.85,10/02/2000 00:00:00
1.9,0.85,10/03/2000 00:00:00
2.2,0.85,10/04/2000 00:00:00
2.1,0.88,10/05/2000 00:00:00
1.5,0.83,10/06/2000 00:00:00
0.8,0.83,10/07/2000 00:00:00
0.4,0.8,10/08/2000 00:00:00
0.6,0.85,10/09/2000 00:00:00
1.1,0.78,10/10/2000 00:00:00
1.3,0.83,10/11/2000 00:00:00
0.9,0.7,10/12/2000 00:00:00
1.2,0.78,10/13/2000 00:00:00
2,0.78,10/14/2000 00:00:00
3,0.78,10/15/2000 00:00:00
1.4,0.8,10/16/2000 00:00:00
2.4,0.88,10/17/2000 00:00:00
1,0.85,10/18/2000 00:00:00
1.7,0.83,10/19/2000 00:00:00
2.1,0.92,10/20/2000 00:00:00
2,0.88,10/21/2000 00:00:00
1.8,0.88,10/22/2000 00:00:00
2.6,0.83,10/23/2000 00:00:00
2.2,0.89,10/24/2000 00:00:00
2.5,0.85,10/25/2000 00:00:00
2.3,0.89,10/26/2000 00:00:00
1.9,0.92,10/27/2000 00:00:00
1.9,0.85,10/28/2000 00:00:00
1.5,0.85,10/29/2000 00:00:00
2.6,0.8,10/30/2000 00:00:00
1,0.85,10/31/2000 00:00:00
1,0.8,11/01/2000 00:00:00
2.2,0.78,11/02/2000 00:00:00
3.2,0.89,11/03/2000 00:00:00
3.6,0.85,11/04/2000 00:00:00
4.1,0.88,11/05/2000 00:00:00
3.7,0.88,11/06/2000 00:00:00
3.5,0.83,11/07/2000 00:00:00
3.4,0.78,11/08/2000 00:00:00
4.1,0.78,11/09/2000 00:00:00
3.2,0.78,11/10/2000 00:00:00
3.2,0.8,11/11/2000 00:00:00
3.4,0.8,11/12/2000 00:00:00
2,0.7,11/13/2000 00:00:00
5.1,0.7,11/14/2000 00:00:00
4.8,0.75,11/15/2000 00:00:00
1.4,0.88,11/16/2000 00:00:00
2.3,0.85,11/17/2000 00:00:00
2.4,0.83,11/18/2000 00:00:00
3.2,0.83,11/19/2000 00:00:00
2.3,0.89,11/20/2000 00:00:00
3.8,0.88,11/21/2000 00:00:00
3,0.85,11/22/2000 00:00:00
2.8,0.85,11/23/2000 00:00:00
2.3,0.83,11/24/2000 00:00:00
3.3,0.75,11/25/2000 00:00:00
3.5,0.78,11/26/2000 00:00:00
2,0.8,11/27/2000 00:00:00
2.8,0.83,11/28/2000 00:00:00
2.8,0.8,11/29/2000 00:00:00
2,0.75,11/30/2000 00:00:00
2.6,0.7,12/01/2000 00:00:00
3.8,0.78,12/02/2000 00:00:00
4.3,0.89,12/03/2000 00:00:00
5,0.85,12/04/2000 00:00:00
4.5,0.78,12/05/2000 00:00:00
3.7,0.85,12/06/2000 00:00:00
1.3,0.83,12/07/2000 00:00:00
1.4,0.8,12/08/2000 00:00:00
2.6,0.78,12/09/2000 00:00:00
2.4,0.7,12/10/2000 00:00:00
2.3,0.8,12/11/2000 00:00:00
3.1,0.78,12/12/2000 00:00:00
2.9,0.78,12/13/2000 00:00:00
2,0.78,12/14/2000 00:00:00
2,0.85,12/15/2000 00:00:00
2.7,0.83,12/16/2000 00:00:00
2.2,0.85,12/17/2000 00:00:00
3.8,0.8,12/18/2000 00:00:00
3.3,0.78,12/19/2000 00:00:00
3.1,0.7,12/20/2000 00:00:00
3,0.71,12/21/2000 00:00:00
2.9,0.7,12/22/2000 00:00:00
3.5,0.71,12/23/2000 00:00:00
3.1,0.7,12/24/2000 00:00:00
2.6,0.7,12/25/2000 00:00:00
2.8,0.73,12/26/2000 00:00:00
1.8,0.8,12/27/2000 00:00:00
2.2,0.75,12/28/2000 00:00:00
2.2,0.7,12/29/2000 00:00:00
2.9,0.7,12/30/2000 00:00:00
0,0.75,12/31/2000 00:00:00
3.2,0.83,01/01/2001 00:00:00
3,0.83,01/02/2001 00:00:00
3.2,0.8,01/03/2001 00:00:00
2.9,0.74,01/04/2001 00:00:00
3.8,0.83,01/05/2001 00:00:00
3.8,0.7,01/06/2001 00:00:00
3.2,0.83,01/07/2001 00:00:00
3.2,0.7,01/08/2001 00:00:00
2.7,0.87,01/09/2001 00:00:00
3.2,0.93,01/10/2001 00:00:00
2.8,0.82,01/11/2001 00:00:00
2.6,0.82,01/12/2001 00:00:00
3,0.89,01/13/2001 00:00:00
2.9,0.74,01/14/2001 00:00:00
1.8,0.83,01/15/2001 00:00:00
3.1,0.83,01/16/2001 00:00:00
3,0.8,01/17/2001 00:00:00
3,0.82,01/18/2001 00:00:00
3.8,0.83,01/19/2001 00:00:00
4.6,0.83,01/20/2001 00:00:00
4.4,0.82,01/21/2001 00:00:00
4.3,0.8,01/22/2001 00:00:00
4.4,0.7,01/23/2001 00:00:00
5.1,0.83,01/24/2001 00:00:00
4.4,0.82,01/25/2001 00:00:00
3.4,0.83,01/26/2001 00:00:00
3.1,1,01/27/2001 00:00:00
3.5,0.89,01/28/2001 00:00:00
3.3,0.89,01/29/2001 00:00:00
3.3,0.89,01/30/2001 00:00:00
3.3,0.93,01/31/2001 00:00:00
3.1,0.74,02/01/2001 00:00:00
3.1,0.7,02/02/2001 00:00:00
3.8,0.7,02/03/2001 00:00:00
4.4,0.73,02/04/2001 00:00:00
3.8,0.74,02/05/2001 00:00:00
3.9,0.65,02/06/2001 00:00:00
3.5,0.65,02/07/2001 00:00:00
4.2,0.6,02/08/2001 00:00:00
4.1,0.68,02/09/2001 00:00:00
3.5,0.68,02/10/2001 00:00:00
3.2,0.67,02/11/2001 00:00:00
3.2,0.67,02/12/2001 00:00:00
3.5,0.67,02/13/2001 00:00:00
3.8,0.65,02/14/2001 00:00:00
4.9,0.7,02/15/2001 00:00:00
4.8,0.68,02/16/2001 00:00:00
4.5,0.68,02/17/2001 00:00:00
4,0.67,02/18/2001 00:00:00
3,0.68,02/19/2001 00:00:00
3.5,0.61,02/20/2001 00:00:00
3.2,0.62,02/21/2001 00:00:00
3,0.6,02/22/2001 00:00:00
3.6,0.64,02/23/2001 00:00:00
2.9,0.7,02/24/2001 00:00:00
3,0.74,02/25/2001 00:00:00
4.8,0.8,02/26/2001 00:00:00
5.6,0.74,02/27/2001 00:00:00
4.6,0.74,02/28/2001 00:00:00
5.2,0.77,03/01/2001 00:00:00
5.1,0.77,03/02/2001 00:00:00
5.3,0.74,03/03/2001 00:00:00
4.7,0.77,03/04/2001 00:00:00
4.9,0.74,03/05/2001 00:00:00
4.5,0.74,03/06/2001 00:00:00
5.5,0.73,03/07/2001 00:00:00
6.2,0.74,03/08/2001 00:00:00
6.8,0.7,03/09/2001 00:00:00
6.3,0.73,03/10/2001 00:00:00
6.7,0.73,03/11/2001 00:00:00
4.9,0.68,03/12/2001 00:00:00
4.1,0.61,03/13/2001 00:00:00
4.7,0.64,03/14/2001 00:00:00
5.2,0.58,03/15/2001 00:00:00
4.2,0.61,03/16/2001 00:00:00
3.1,0.68,03/17/2001 00:00:00
2.6,0.7,03/18/2001 00:00:00
2.6,0.7,03/19/2001 00:00:00
4,0.68,03/20/2001 00:00:00
4.6,0.7,03/21/2001 00:00:00
4.9,0.73,03/22/2001 00:00:00
4.8,0.67,03/23/2001 00:00:00
3.7,0.62,03/24/2001 00:00:00
3.7,0.67,03/25/2001 00:00:00
3.2,0.67,03/26/2001 00:00:00
3.6,0.64,03/27/2001 00:00:00
2.7,0.74,03/28/2001 00:00:00
1.5,0.67,03/29/2001 00:00:00
3.2,0.73,03/30/2001 00:00:00
3.5,0.73,03/31/2001 00:00:00
2.9,0.73,04/01/2001 00:00:00
3.4,0.62,04/02/2001 00:00:00
4.3,0.58,04/03/2001 00:00:00
3.7,0.61,04/04/2001 00:00:00
4.2,0.67,04/05/2001 00:00:00
4,0.7,04/06/2001 00:00:00
3.9,0.65,04/07/2001 00:00:00
4.1,0.7,04/08/2001 00:00:00
4.4,0.73,04/09/2001 00:00:00
4,0.74,04/10/2001 00:00:00
3.9,0.73,04/11/2001 00:00:00
5.6,0.74,04/12/2001 00:00:00
4.5,0.73,04/13/2001 00:00:00
5.4,0.73,04/14/2001 00:00:00
4.8,0.7,04/15/2001 00:00:00
4.9,0.7,04/16/2001 00:00:00
4.6,0.74,04/17/2001 00:00:00
4,0.7,04/18/2001 00:00:00
4,0.74,04/19/2001 00:00:00
3.8,0.7,04/20/2001 00:00:00
